step,losses/eval.bodypart_heatmap,losses/eval.bodypart_locref,losses/eval.bodypart_total_loss,losses/eval.total_loss,losses/train.bodypart_heatmap,losses/train.bodypart_locref,losses/train.bodypart_total_loss,losses/train.total_loss,metrics/test.mAP,metrics/test.mAR,metrics/test.rmse,metrics/test.rmse_pcutoff
137,,,,,0.00031324417795985937,0.04793810471892357,0.0013550748117268085,0.0013550748117268085,,,,
138,,,,,0.0002868643496185541,0.04808362200856209,0.001345522701740265,0.001345522701740265,,,,
139,,,,,0.00029422325314953923,0.038479000329971313,0.001109086675569415,0.001109086675569415,,,,
140,9.719943773234263e-05,0.1145482063293457,0.002912305062636733,0.002912305062636733,0.00031027139630168676,0.0416337326169014,0.0011959790717810392,0.0011959790717810392,57.07213578500706,65.71428571428572,12.043174411939537,3.9357484670785756
141,,,,,0.00030941294971853495,0.041286855936050415,0.0011868777219206095,0.0011868777219206095,,,,
142,,,,,0.0003036142443306744,0.03736528009176254,0.0010859392350539565,0.0010859392350539565,,,,
143,,,,,0.0002968930930364877,0.04190552234649658,0.0011960845440626144,0.0011960845440626144,,,,
144,,,,,0.0002731040585786104,0.03669150918722153,0.0010538396891206503,0.0010538396891206503,,,,
145,,,,,0.0002790602738969028,0.03591744974255562,0.0010374663397669792,0.0010374663397669792,,,,
146,,,,,0.0002725193335209042,0.03948448598384857,0.0011233718832954764,0.0011233718832954764,,,,
147,,,,,0.0002618849975988269,0.03737155348062515,0.0010652313940227032,0.0010652313940227032,,,,
148,,,,,0.000285508984234184,0.04448176547884941,0.001254798611626029,0.001254798611626029,,,,
149,,,,,0.0002916870580520481,0.042654454708099365,0.0012122049229219556,0.0012122049229219556,,,,
150,9.58157324930653e-05,0.10657928138971329,0.0027123899199068546,0.0027123899199068546,0.0002545430907048285,0.03366735950112343,0.0009689555736258626,0.0009689555736258626,55.10325318246111,60.0,12.182517673658287,4.3483577055089615
151,,,,,0.0002089810441248119,0.033935919404029846,0.00095288862939924,0.00095288862939924,,,,
152,,,,,0.00023746007354930043,0.03840864077210426,0.0010789460502564907,0.0010789460502564907,,,,
153,,,,,0.00024710304569453,0.03718464449048042,0.0010531677398830652,0.0010531677398830652,,,,
154,,,,,0.00022540282225236297,0.04564959555864334,0.0012539413291960955,0.0012539413291960955,,,,
155,,,,,0.00020838648197241127,0.038867875933647156,0.0010758901480585337,0.0010758901480585337,,,,
156,,,,,0.00017696100985631347,0.039226233959198,0.0010691364295780659,0.0010691364295780659,,,,
157,,,,,0.0001913241285365075,0.04019959270954132,0.0011006519198417664,0.0011006519198417664,,,,
158,,,,,0.00017163436859846115,0.03749731928110123,0.0010232501663267612,0.0010232501663267612,,,,
159,,,,,0.00018198860925622284,0.034603387117385864,0.0009560789912939072,0.0009560789912939072,,,,
160,8.052813063841313e-05,0.1000732034444809,0.0025420940946787596,0.0025420940946787596,0.00017334971926175058,0.036255963146686554,0.0009930739179253578,0.0009930739179253578,84.9009900990099,85.71428571428574,4.752651048743206,3.7890095430261947
161,,,,,0.0001603455311851576,0.037496741861104965,0.0010175913339480758,0.0010175913339480758,,,,
162,,,,,0.00013927582767792046,0.02632439136505127,0.0007277476834133267,0.0007277476834133267,,,,
163,,,,,0.00013165699783712626,0.028568290174007416,0.0007800357998348773,0.0007800357998348773,,,,
164,,,,,0.00014756398741155863,0.030469659715890884,0.0008355234749615192,0.0008355234749615192,,,,
165,,,,,0.0001413899881299585,0.028787659481167793,0.0007903865771368146,0.0007903865771368146,,,,
166,,,,,0.00013474715524353087,0.028930604457855225,0.0007906387327238917,0.0007906387327238917,,,,
167,,,,,0.000135191876324825,0.02831365168094635,0.0007754372199997306,0.0007754372199997306,,,,
168,,,,,0.00012923948816023767,0.026164012029767036,0.0007187200244516134,0.0007187200244516134,,,,
169,,,,,0.00011625898332567886,0.025014620274305344,0.0006834950181655586,0.0006834950181655586,,,,
170,6.844232848379761e-05,0.092198446393013,0.002339182421565056,0.002339182421565056,0.00012957368744537234,0.02829655632376671,0.00077220075763762,0.00077220075763762,87.88778877887789,88.57142857142858,4.369574505349864,3.939214324951172
171,,,,,0.00013210222823545337,0.027979133650660515,0.0007655295194126666,0.0007655295194126666,,,,
172,,,,,0.00012555124703794718,0.02772832103073597,0.0007559836958535016,0.0007559836958535016,,,,
173,,,,,0.00012603563664015383,0.02774226665496826,0.0007565745036117733,0.0007565745036117733,,,,
174,,,,,0.00012371061893645674,0.028248410671949387,0.0007680655689910054,0.0007680655689910054,,,,
175,,,,,0.00011335467570461333,0.022476879879832268,0.0006185993552207947,0.0006185993552207947,,,,
176,,,,,0.0001244845479959622,0.02745698019862175,0.000748666818253696,0.000748666818253696,,,,
177,,,,,0.0001262859150301665,0.026638638228178024,0.0007291089277714491,0.0007291089277714491,,,,
178,,,,,0.000132049506646581,0.026782052591443062,0.0007355761481449008,0.0007355761481449008,,,,
179,,,,,0.00011954169895034283,0.024150827899575233,0.0006635414902120829,0.0006635414902120829,,,,
180,6.684242543997243e-05,0.0859762653708458,0.002182828029617667,0.002182828029617667,0.00010674911754904315,0.025968190282583237,0.0007025793311186135,0.0007025793311186135,88.61386138613861,88.57142857142858,4.213941822881284,3.170058200233861
181,,,,,0.00012970544048584998,0.024276362732052803,0.0006717618089169264,0.0006717618089169264,,,,
182,,,,,0.00011005406850017607,0.022622043266892433,0.0006205780664458871,0.0006205780664458871,,,,
183,,,,,0.00011994363740086555,0.023196101188659668,0.0006398743716999888,0.0006398743716999888,,,,
184,,,,,0.00011748319957405329,0.02092154324054718,0.0005817802157253027,0.0005817802157253027,,,,
185,,,,,0.00012382568093016744,0.025488201528787613,0.0006991178961470723,0.0006991178961470723,,,,
186,,,,,0.00013076150207780302,0.02441210299730301,0.0006756833754479885,0.0006756833754479885,,,,
187,,,,,0.00010928692063316703,0.02150559425354004,0.0005922833224758506,0.0005922833224758506,,,,
188,,,,,0.00012754095951095223,0.025753142312169075,0.0007075989851728082,0.0007075989851728082,,,,
189,,,,,0.00012573051208164543,0.026326298713684082,0.0007210227195173502,0.0007210227195173502,,,,
190,6.594755541300401e-05,0.09413319081068039,0.0023863036185503006,0.0023863036185503006,0.00011412361345719546,0.019923627376556396,0.0005551525391638279,0.0005551525391638279,88.61386138613861,88.57142857142858,4.359438025433084,3.8597869873046875
