step,losses/eval.bodypart_heatmap,losses/eval.bodypart_locref,losses/eval.bodypart_total_loss,losses/eval.total_loss,losses/train.bodypart_heatmap,losses/train.bodypart_locref,losses/train.bodypart_total_loss,losses/train.total_loss,metrics/test.mAP,metrics/test.mAR,metrics/test.rmse,metrics/test.rmse_pcutoff
31,,,,,0.0005770546267740428,0.24312283098697662,0.0063665988855063915,0.0063665988855063915,,,,
32,,,,,0.0005465035210363567,0.22060593962669373,0.005788401234894991,0.005788401234894991,,,,
33,,,,,0.0005569449858739972,0.23416034877300262,0.006132481154054403,0.006132481154054403,,,,
34,,,,,0.0005751164862886071,0.239195317029953,0.0062674409709870815,0.0062674409709870815,,,,
35,,,,,0.0004755939298775047,0.21027517318725586,0.005494676064699888,0.005494676064699888,,,,
36,,,,,0.0006033446989022195,0.2425609827041626,0.0063656968995928764,0.0063656968995928764,,,,
37,,,,,0.0005461018881760538,0.20343056321144104,0.0053588151931762695,0.0053588151931762695,,,,
38,,,,,0.0006123705534264445,0.22518013417720795,0.005935688503086567,0.005935688503086567,,,,
39,,,,,0.0005509177572093904,0.20827558636665344,0.005482349079102278,0.005482349079102278,,,,
40,0.00022445184004027396,0.16535881161689758,0.004246196243911982,0.004246196243911982,0.0005341770593076944,0.19933679699897766,0.005250509362667799,0.005250509362667799,23.564356435643557,23.333333333333332,46.89411783218384,5.648178577423096
41,,,,,0.0004937867633998394,0.1930474489927292,0.005073080770671368,0.005073080770671368,,,,
42,,,,,0.000481176859466359,0.19081349670886993,0.0050109256990253925,0.0050109256990253925,,,,
43,,,,,0.0005366255063563585,0.1846144199371338,0.004883673507720232,0.004883673507720232,,,,
44,,,,,0.0005530693451873958,0.19520588219165802,0.005156681407243013,0.005156681407243013,,,,
45,,,,,0.0005603147437795997,0.19576112926006317,0.005174185149371624,0.005174185149371624,,,,
46,,,,,0.00044585924479179084,0.18549813330173492,0.004860383458435535,0.004860383458435535,,,,
47,,,,,0.0006070950184948742,0.16678479313850403,0.004473167471587658,0.004473167471587658,,,,
48,,,,,0.0005193590186536312,0.15821512043476105,0.004215057473629713,0.004215057473629713,,,,
49,,,,,0.000488382822368294,0.19002243876457214,0.00499475235119462,0.00499475235119462,,,,
50,0.00019692577188834548,0.21259649097919464,0.005413375794887543,0.005413375794887543,0.0005089238984510303,0.19205792248249054,0.005055909510701895,0.005055909510701895,16.83168316831683,16.666666666666664,114.38308870792389,10.208952903747559
51,,,,,0.0004980449448339641,0.18819138407707214,0.004953806754201651,0.004953806754201651,,,,
52,,,,,0.0005255669821053743,0.19093339145183563,0.005036118905991316,0.005036118905991316,,,,
53,,,,,0.0004892054130323231,0.1768651157617569,0.004666231572628021,0.004666231572628021,,,,
54,,,,,0.0004287911287974566,0.17558763921260834,0.004604086745530367,0.004604086745530367,,,,
55,,,,,0.00037666995194740593,0.1445951908826828,0.0038032152224332094,0.0038032152224332094,,,,
56,,,,,0.0003661455411929637,0.14692680537700653,0.0038562428671866655,0.0038562428671866655,,,,
57,,,,,0.0004339952429290861,0.16975927352905273,0.004460979253053665,0.004460979253053665,,,,
58,,,,,0.0005250907852314413,0.14566591382026672,0.0039041931740939617,0.0039041931740939617,,,,
59,,,,,0.0004210687184240669,0.130229651927948,0.003466275054961443,0.003466275054961443,,,,
60,0.00015811937919352204,0.18486393988132477,0.00470065837725997,0.00470065837725997,0.0004973146715201437,0.14807641506195068,0.003950567450374365,0.003950567450374365,23.564356435643557,23.333333333333332,161.74091736475626,2.274606943130493
61,,,,,0.0005149416974745691,0.12517228722572327,0.0033867782913148403,0.0033867782913148403,,,,
62,,,,,0.0005235363496467471,0.15773221850395203,0.004205073695629835,0.004205073695629835,,,,
63,,,,,0.0004630725015886128,0.1407300978899002,0.003749788971617818,0.003749788971617818,,,,
64,,,,,0.0004321060550864786,0.12893377244472504,0.0034393970854580402,0.0034393970854580402,,,,
65,,,,,0.0004905601381324232,0.1437993198633194,0.003840263467282057,0.003840263467282057,,,,
66,,,,,0.0003373328654561192,0.11331413686275482,0.003001519711688161,0.003001519711688161,,,,
67,,,,,0.000380450626835227,0.16873463988304138,0.004408591892570257,0.004408591892570257,,,,
68,,,,,0.00042010381002910435,0.1549340933561325,0.00408340385183692,0.00408340385183692,,,,
69,,,,,0.00044939256622456014,0.13604697585105896,0.0036258704494684935,0.0036258704494684935,,,,
70,0.00015801172412466258,0.18869583308696747,0.004796401597559452,0.004796401597559452,0.00044011170393787324,0.1204962208867073,0.003232461167499423,0.003232461167499423,19.405940594059405,46.666666666666664,23.071267505486805,4.779754797617595
71,,,,,0.00047029065899550915,0.1377839595079422,0.0036797444336116314,0.0036797444336116314,,,,
72,,,,,0.0004786625213455409,0.1415008157491684,0.0037768513429909945,0.0037768513429909945,,,,
73,,,,,0.00046883191680535674,0.12877346575260162,0.003453752724453807,0.003453752724453807,,,,
74,,,,,0.00036732814623974264,0.1179492324590683,0.0031323949806392193,0.0031323949806392193,,,,
75,,,,,0.0004123109101783484,0.13994447886943817,0.003704767907038331,0.003704767907038331,,,,
76,,,,,0.0004310772637836635,0.12486455589532852,0.0033371527679264545,0.0033371527679264545,,,,
77,,,,,0.0004427022358868271,0.12780684232711792,0.003416521940380335,0.003416521940380335,,,,
78,,,,,0.0003705789858940989,0.0998004823923111,0.002680301433429122,0.002680301433429122,,,,
79,,,,,0.0004039323830511421,0.11944478005170822,0.0031880862079560757,0.0031880862079560757,,,,
80,0.00015453726518899202,0.14842616021633148,0.0037879229057580233,0.0037879229057580233,0.00042798410868272185,0.12333358079195023,0.0032973322086036205,0.0032973322086036205,39.445544554455445,53.333333333333336,36.005141258239746,3.2573221921920776
81,,,,,0.0003966278745792806,0.1371193677186966,0.0036262981593608856,0.0036262981593608856,,,,
82,,,,,0.000402464356739074,0.12867389619350433,0.003418079810217023,0.003418079810217023,,,,
83,,,,,0.0003457097918726504,0.11971507966518402,0.0031657316721975803,0.0031657316721975803,,,,
84,,,,,0.00039454278885386884,0.10774757713079453,0.002890960546210408,0.002890960546210408,,,,
85,,,,,0.0003964488278143108,0.10313145816326141,0.0027765107806771994,0.0027765107806771994,,,,
86,,,,,0.0004146611609030515,0.10628272593021393,0.0028643992263823748,0.0028643992263823748,,,,
87,,,,,0.0003370955237187445,0.13540422916412354,0.00355365383438766,0.00355365383438766,,,,
88,,,,,0.0003419509157538414,0.12399467080831528,0.003270842134952545,0.003270842134952545,,,,
89,,,,,0.0003885540063492954,0.12422645837068558,0.003299938514828682,0.003299938514828682,,,,
90,0.00014093724894337356,0.1510041505098343,0.0038455724716186523,0.0038455724716186523,0.0003691506281029433,0.10499613732099533,0.0028094786684960127,0.0028094786684960127,32.475247524752476,56.666666666666664,4.262871662775676,2.9752301375071206
91,,,,,0.0003389499324839562,0.10642703622579575,0.002830151002854109,0.002830151002854109,,,,
92,,,,,0.000328524736687541,0.0898638516664505,0.0024108586367219687,0.0024108586367219687,,,,
93,,,,,0.00031328373006545007,0.07999993860721588,0.002156640402972698,0.002156640402972698,,,,
94,,,,,0.0003158884646836668,0.0830058678984642,0.002233091276139021,0.002233091276139021,,,,
95,,,,,0.00032810060656629503,0.08168511837720871,0.002206178614869714,0.002206178614869714,,,,
96,,,,,0.00028806619229726493,0.10483024269342422,0.0027647893875837326,0.0027647893875837326,,,,
97,,,,,0.00032143681892193854,0.07992798835039139,0.002158918185159564,0.002158918185159564,,,,
98,,,,,0.0003282460384070873,0.0693029835820198,0.001896697678603232,0.001896697678603232,,,,
99,,,,,0.00028976768953725696,0.07978273928165436,0.0021394523791968822,0.0021394523791968822,,,,
100,0.000120100739877671,0.15742841362953186,0.0039957608096301556,0.0039957608096301556,0.0003014739486388862,0.06788744777441025,0.0018479230348020792,0.0018479230348020792,45.84158415841584,63.33333333333333,16.65717275937398,3.607877731323242
101,,,,,0.00026731015532277524,0.0687365010380745,0.00185206753667444,0.00185206753667444,,,,
102,,,,,0.0002380112127866596,0.05546698346734047,0.0015056801494210958,0.0015056801494210958,,,,
103,,,,,0.000334332202328369,0.07092786580324173,0.0019403627375140786,0.0019403627375140786,,,,
104,,,,,0.00026985196745954454,0.07175438851118088,0.0019287856994196773,0.0019287856994196773,,,,
105,,,,,0.00029743672348558903,0.06981821358203888,0.001894173794426024,0.001894173794426024,,,,
106,,,,,0.0002751212159637362,0.0662609115242958,0.0017940832767635584,0.0017940832767635584,,,,
107,,,,,0.00028400946757756174,0.07999936491250992,0.002141988603398204,0.002141988603398204,,,,
108,,,,,0.000263089343206957,0.06909988820552826,0.001859041745774448,0.001859041745774448,,,,
109,,,,,0.0002487872843630612,0.06619387120008469,0.0017792405560612679,0.0017792405560612679,,,,
110,0.00011360811913618818,0.14474721252918243,0.003675484796985984,0.003675484796985984,0.0002729285624809563,0.059687405824661255,0.0016286494210362434,0.0016286494210362434,48.366336633663366,63.33333333333333,4.011307080586751,2.5265309810638428
111,,,,,0.00025562100927345455,0.08293767273426056,0.002201252616941929,0.002201252616941929,,,,
112,,,,,0.00027152730035595596,0.06820590794086456,0.001840911223553121,0.001840911223553121,,,,
113,,,,,0.00022444946807809174,0.051136042922735214,0.001390625722706318,0.001390625722706318,,,,
114,,,,,0.0002482117270119488,0.04858200624585152,0.0013386559439823031,0.0013386559439823031,,,,
115,,,,,0.00020306486112531275,0.057470522820949554,0.0015382954152300954,0.0015382954152300954,,,,
116,,,,,0.00020533541101031005,0.056809764355421066,0.0015229120617732406,0.0015229120617732406,,,,
117,,,,,0.00020035135094076395,0.05514431744813919,0.0014787836698815227,0.0014787836698815227,,,,
118,,,,,0.00024376579676754773,0.05194666609168053,0.0014205496991053224,0.0014205496991053224,,,,
119,,,,,0.0002335321914870292,0.04819266125559807,0.0013215827057138085,0.0013215827057138085,,,,
120,0.00011717688903445378,0.15495048463344574,0.003932350780814886,0.003932350780814886,0.00025243673007935286,0.07357151061296463,0.001965506235137582,0.001965506235137582,48.366336633663366,63.33333333333333,4.160963674386342,2.9304740726947784
121,,,,,0.00019802685710601509,0.05620140582323074,0.0015040487051010132,0.0015040487051010132,,,,
122,,,,,0.00021977706637699157,0.04355280473828316,0.0011987086618319154,0.0011987086618319154,,,,
123,,,,,0.0002283044595969841,0.05138593912124634,0.0013988007558509707,0.0013988007558509707,,,,
124,,,,,0.0002971081412397325,0.06206244230270386,0.0017001151572912931,0.0017001151572912931,,,,
125,,,,,0.0002466705918777734,0.04904619976878166,0.0013494901359081268,0.0013494901359081268,,,,
126,,,,,0.0001994238409679383,0.058616865426301956,0.0015651335706934333,0.0015651335706934333,,,,
127,,,,,0.00024346166173927486,0.056445516645908356,0.001532868598587811,0.001532868598587811,,,,
128,,,,,0.00024113115796353668,0.05360695347189903,0.0014607392949983478,0.0014607392949983478,,,,
129,,,,,0.00023962464183568954,0.04521786421537399,0.0012502589961513877,0.0012502589961513877,,,,
130,0.0001112996760639362,0.14942242205142975,0.0037912102416157722,0.0037912102416157722,0.0002613691904116422,0.06462468206882477,0.0017463017720729113,0.0017463017720729113,48.366336633663366,63.33333333333333,4.124435802300771,2.703510493040085
131,,,,,0.00025853546685539186,0.04800203815102577,0.001329318736679852,0.001329318736679852,,,,
132,,,,,0.00023027021961752325,0.053645797073841095,0.0014562802389264107,0.0014562802389264107,,,,
133,,,,,0.00024105110787786543,0.05784105882048607,0.0015665518585592508,0.0015665518585592508,,,,
134,,,,,0.0002467081940267235,0.049364615231752396,0.0013574693584814668,0.0013574693584814668,,,,
135,,,,,0.00025066666421480477,0.06626805663108826,0.0017820346402004361,0.0017820346402004361,,,,
136,,,,,0.0002459578972775489,0.05086121708154678,0.001394509570673108,0.001394509570673108,,,,
137,,,,,0.00023526602308265865,0.05343654379248619,0.0014535464579239488,0.0014535464579239488,,,,
138,,,,,0.00027122776373289526,0.05241380259394646,0.0014459587400779128,0.0014459587400779128,,,,
139,,,,,0.00021898045088164508,0.0502299964427948,0.0013652400812134147,0.0013652400812134147,,,,
140,0.00010970729636028409,0.14855597913265228,0.003768753260374069,0.003768753260374069,0.0002042185515165329,0.05071600526571274,0.0013700092677026987,0.0013700092677026987,48.366336633663366,63.33333333333333,4.276796579360962,2.941072702407837
141,,,,,0.00023093291383702308,0.04941757768392563,0.0013509058626368642,0.0013509058626368642,,,,
142,,,,,0.0002134813548764214,0.04258783906698227,0.0011714367428794503,0.0011714367428794503,,,,
143,,,,,0.000225374722504057,0.045800965279340744,0.0012577114393934608,0.0012577114393934608,,,,
144,,,,,0.00019471501582302153,0.049359824508428574,0.0013313529780134559,0.0013313529780134559,,,,
145,,,,,0.0002061058912659064,0.05662970617413521,0.0015187956159934402,0.0015187956159934402,,,,
146,,,,,0.0002023633278440684,0.05508401617407799,0.0014782820362597704,0.0014782820362597704,,,,
147,,,,,0.00023323003551922739,0.060920994728803635,0.0016396399587392807,0.0016396399587392807,,,,
148,,,,,0.00023125782900024205,0.04160415008664131,0.0011557324323803186,0.0011557324323803186,,,,
149,,,,,0.00021146003564354032,0.04790748283267021,0.0013034173753112555,0.0013034173753112555,,,,
150,0.00010661499254638329,0.1469423919916153,0.003726867027580738,0.003726867027580738,0.0002179505245294422,0.04824981838464737,0.0013152208412066102,0.0013152208412066102,48.366336633663366,63.33333333333333,4.2167373696962995,2.851200610399246
151,,,,,0.0002117453987011686,0.04397369176149368,0.0012052151141688228,0.0012052151141688228,,,,
152,,,,,0.00025980474310927093,0.052524108439683914,0.0014430050505325198,0.0014430050505325198,,,,
153,,,,,0.0002493369102012366,0.06090689077973366,0.0016473407158628106,0.0016473407158628106,,,,
154,,,,,0.0002254914870718494,0.04334908723831177,0.001196473021991551,0.001196473021991551,,,,
155,,,,,0.00018483042367734015,0.052031032741069794,0.0013931909343227744,0.0013931909343227744,,,,
156,,,,,0.00020954268984496593,0.0462939478456974,0.0012621202040463686,0.0012621202040463686,,,,
157,,,,,0.00022295462258625776,0.04786766320466995,0.0013081689830869436,0.0013081689830869436,,,,
158,,,,,0.00021500275761354715,0.06001942604780197,0.0016079870983958244,0.0016079870983958244,,,,
159,,,,,0.00022828862711321563,0.04762230068445206,0.0013047019019722939,0.0013047019019722939,,,,
160,0.00010462827776791528,0.1426277607679367,0.0036180082242935896,0.0036180082242935896,0.00024200210464186966,0.050079356878995895,0.001372984959743917,0.001372984959743917,48.366336633663366,63.33333333333333,4.150677482287089,2.74911230802536
161,,,,,0.00021608782117255032,0.0465586818754673,0.0012720109662041068,0.0012720109662041068,,,,
162,,,,,0.0002619529259391129,0.0698142722249031,0.0018763336120173335,0.0018763336120173335,,,,
163,,,,,0.00023944626445882022,0.054467152804136276,0.0014814019668847322,0.0014814019668847322,,,,
164,,,,,0.00020777904137503356,0.052748121321201324,0.0014225925551727414,0.0014225925551727414,,,,
165,,,,,0.00024018184922169894,0.04771935194730759,0.0013130748411640525,0.0013130748411640525,,,,
166,,,,,0.00018238228221889585,0.04699620231986046,0.001266096020117402,0.001266096020117402,,,,
167,,,,,0.00023007995332591236,0.05586668476462364,0.001511707087047398,0.001511707087047398,,,,
168,,,,,0.0002435495553072542,0.042060572654008865,0.0011732891434803605,0.0011732891434803605,,,,
169,,,,,0.00020213164680171758,0.05276261642575264,0.0014201311860233545,0.0014201311860233545,,,,
170,0.00010446717351442203,0.14618150889873505,0.0037067716475576162,0.0037067716475576162,0.00024247998953796923,0.040575798600912094,0.0011356350732967257,0.0011356350732967257,48.366336633663366,63.33333333333333,4.210634827613831,2.675061523914337
171,,,,,0.0002168927894672379,0.059375327080488205,0.0015928297070786357,0.0015928297070786357,,,,
172,,,,,0.00020647810015361756,0.041551623493433,0.0011420297669246793,0.0011420297669246793,,,,
173,,,,,0.0002466840378474444,0.05048742890357971,0.0013855276629328728,0.0013855276629328728,,,,
174,,,,,0.00021958780416753143,0.047455769032239914,0.0012961884494870901,0.0012961884494870901,,,,
175,,,,,0.0001953404425876215,0.03552183136343956,0.00098571612033993,0.00098571612033993,,,,
176,,,,,0.00019965654064435512,0.05420718714594841,0.001455008052289486,0.001455008052289486,,,,
177,,,,,0.00022453998099081218,0.03976164385676384,0.0011063112178817391,0.0011063112178817391,,,,
178,,,,,0.00019630610768217593,0.03558579832315445,0.000987798091955483,0.000987798091955483,,,,
179,,,,,0.00021954318799544126,0.05789342150092125,0.0015571071999147534,0.0015571071999147534,,,,
180,0.00010506725084269419,0.14848381280899048,0.003764628665521741,0.003764628665521741,0.00022352035739459097,0.042777735739946365,0.0011812036391347647,0.0011812036391347647,48.366336633663366,63.33333333333333,4.232694129149119,2.6743386685848236
181,,,,,0.0002070528280455619,0.03696809336543083,0.0010277287801727653,0.0010277287801727653,,,,
182,,,,,0.00020189632778055966,0.04226407781243324,0.0011575500248000026,0.0011575500248000026,,,,
183,,,,,0.0002014339406741783,0.041857924312353134,0.001147165079601109,0.001147165079601109,,,,
184,,,,,0.00018227867258246988,0.036645639687776566,0.0010072803124785423,0.0010072803124785423,,,,
185,,,,,0.00020722248882520944,0.04862711951136589,0.001319289323873818,0.001319289323873818,,,,
186,,,,,0.0002257017622468993,0.040044840425252914,0.0011139718117192388,0.0011139718117192388,,,,
187,,,,,0.000241605011979118,0.057872507721185684,0.001567615196108818,0.001567615196108818,,,,
188,,,,,0.0001891998981591314,0.04016575217247009,0.001098743872717023,0.001098743872717023,,,,
189,,,,,0.0002445313730277121,0.05513656884431839,0.0015006797621026635,0.0015006797621026635,,,,
190,0.00010094293975271285,0.14658556878566742,0.0037151107098907232,0.0037151107098907232,0.00020038997172378004,0.04307860881090164,0.0011771603021770716,0.0011771603021770716,48.366336633663366,63.33333333333333,4.26669458548228,2.7032951712608337
191,,,,,0.000200780646991916,0.06853675842285156,0.0018138092709705234,0.0018138092709705234,,,,
192,,,,,0.00018027568876277655,0.04251750186085701,0.0011530752526596189,0.0011530752526596189,,,,
193,,,,,0.00023128192697186023,0.052631765604019165,0.00143143511377275,0.00143143511377275,,,,
194,,,,,0.0002073763171210885,0.047941647469997406,0.0013022293569520116,0.0013022293569520116,,,,
195,,,,,0.00021740022930316627,0.045929521322250366,0.0012569380924105644,0.0012569380924105644,,,,
196,,,,,0.00021555079729296267,0.05144551023840904,0.0013939132913947105,0.0013939132913947105,,,,
197,,,,,0.0002291003183927387,0.044721901416778564,0.001232597860507667,0.001232597860507667,,,,
198,,,,,0.00018053126404993236,0.039241377264261246,0.0010713001247495413,0.0010713001247495413,,,,
199,,,,,0.0002155933907488361,0.04650873318314552,0.0012705149129033089,0.0012705149129033089,,,,
200,0.0001031543652061373,0.1421908140182495,0.0036063475999981165,0.0036063475999981165,0.00021409719192888588,0.04614865034818649,0.0012607647804543376,0.0012607647804543376,48.366336633663366,63.33333333333333,4.278073191642761,2.8367355465888977
